Sale_ID,Customer_ID,Product_ID,Quantity,Sale_Date
301190,100264,200016,2,3/14/2025 0:00
301191,100143,200072,1,6/13/2024 0:00
301192,100300,200033,1,4/22/2025 0:00
301193,100080,200006,1,11/26/2024 0:00
301194,100027,200100,5,9/22/2025 0:00
301195,100155,200063,4,7/17/2025 0:00
301196,100184,200010,4,11/21/2024 0:00
301197,100270,200029,6,6/17/2025 0:00
301198,100035,200065,1,7/10/2025 0:00
301199,100275,200052,1,8/14/2024 0:00
301200,100110,200085,1,1/4/2025 0:00
301201,100151,200028,6,9/25/2025 0:00
301202,100272,200061,8,4/23/2026 0:00
301203,100005,200015,3,4/1/2025 0:00
301204,100124,200083,3,9/28/2025 0:00
301205,100125,200006,3,11/24/2024 0:00
301206,100196,200015,2,7/7/2025 0:00
301207,100145,200004,5,4/21/2026 0:00
301208,100192,200066,4,4/1/2025 0:00
301209,100250,200006,1,10/29/2025 0:00
301210,100099,200042,2,4/8/2024 0:00
301211,100086,200099,2,1/8/2024 0:00
301212,100034,200027,3,3/3/2026 0:00
301213,100110,200088,2,4/16/2024 0:00
301214,100106,200069,4,1/29/2026 0:00
301215,100223,200083,4,3/14/2024 0:00
301216,100079,200004,2,12/5/2024 0:00
301217,100020,200012,1,7/1/2024 0:00
301218,100129,200072,1,4/21/2026 0:00
301219,100117,200034,2,4/6/2025 0:00
301220,100208,200056,1,2/2/2025 0:00
301221,100061,200069,1,1/7/2026 0:00
301222,100033,200097,3,2/16/2024 0:00
301223,100038,200046,5,4/18/2024 0:00
301224,100149,200088,1,3/29/2024 0:00
301225,100145,200098,5,1/25/2025 0:00
301226,100203,200085,1,6/9/2024 0:00
301227,100274,200029,1,2/4/2025 0:00
301228,100280,200038,6,5/27/2024 0:00
301229,100153,200087,5,3/25/2026 0:00
301230,100192,200002,2,7/22/2025 0:00
301231,100073,200016,1,8/9/2025 0:00
301232,100202,200069,2,3/28/2024 0:00
301233,100157,200027,3,1/13/2026 0:00
301234,100177,200028,2,10/23/2025 0:00
301235,100263,200019,1,8/14/2024 0:00
301236,100130,200025,1,11/18/2025 0:00
301237,100291,200007,4,7/16/2025 0:00
301238,100237,200083,2,10/24/2024 0:00
301239,100035,200033,1,1/13/2026 0:00
301240,100298,200063,6,12/31/2024 0:00
301241,100066,200086,3,4/12/2024 0:00
301242,100146,200080,1,7/17/2024 0:00
301243,100163,200063,2,9/23/2025 0:00
301244,100157,200089,2,8/2/2025 0:00
301245,100291,200047,4,3/14/2025 0:00
301246,100087,200001,1,3/15/2026 0:00
301247,100114,200092,3,3/22/2025 0:00
301248,100142,200047,1,1/20/2026 0:00
301249,100170,200062,2,1/2/2025 0:00
301250,100157,200063,2,6/28/2024 0:00
301251,100042,200036,4,5/23/2024 0:00
301252,100276,200026,1,10/3/2025 0:00
301253,100040,200094,1,1/20/2024 0:00
301254,100260,200081,1,8/18/2025 0:00
301255,100297,200052,3,8/5/2024 0:00
301256,100019,200071,1,7/6/2025 0:00
301257,100242,200084,3,1/9/2025 0:00
301258,100201,200029,5,8/26/2025 0:00
301259,100149,200018,2,6/6/2025 0:00
301260,100047,200051,2,1/11/2024 0:00
301261,100123,200079,3,2/14/2026 0:00
301262,100264,200018,2,7/2/2024 0:00
301263,100290,200073,3,5/29/2024 0:00
301264,100248,200046,1,2/18/2026 0:00
301265,100250,200030,1,1/13/2025 0:00
301266,100120,200006,3,6/14/2025 0:00
301267,100185,200050,2,4/10/2025 0:00
301268,100024,200006,7,11/27/2024 0:00
301269,100053,200091,6,10/10/2025 0:00
301270,100141,200095,1,7/11/2025 0:00
301271,100292,200023,2,1/22/2025 0:00
301272,100188,200076,3,3/20/2024 0:00
301273,100265,200033,2,8/16/2024 0:00
301274,100265,200052,2,12/19/2024 0:00
301275,100250,200062,5,1/7/2024 0:00
301276,100257,200018,2,8/23/2024 0:00
301277,100040,200066,3,8/4/2024 0:00
301278,100077,200024,1,9/8/2025 0:00
301279,100061,200085,1,4/10/2026 0:00
301280,100170,200093,1,11/22/2025 0:00
301281,100246,200062,1,6/14/2024 0:00
301282,100211,200003,1,5/10/2024 0:00
301283,100294,200076,1,10/6/2025 0:00
301284,100263,200006,5,5/30/2024 0:00
301285,100029,200022,1,7/3/2024 0:00
301286,100265,200052,2,7/31/2025 0:00
301287,100010,200093,3,4/21/2026 0:00
301288,100146,200011,1,9/13/2025 0:00
301289,100242,200062,1,4/30/2026 0:00
301290,100211,200077,1,8/19/2025 0:00
301291,100094,200080,3,9/27/2024 0:00
301292,100086,200093,3,4/9/2025 0:00
301293,100036,200030,2,5/15/2024 0:00
301294,100056,200003,1,5/31/2025 0:00
301295,100215,200020,3,6/30/2024 0:00
301296,100244,200079,2,3/13/2026 0:00
301297,100273,200065,3,4/5/2024 0:00
301298,100247,200085,1,9/9/2025 0:00
301299,100277,200001,5,3/4/2026 0:00
301300,100221,200067,2,2/14/2024 0:00
301301,100272,200055,1,4/1/2026 0:00
301302,100247,200099,2,8/26/2025 0:00
301303,100295,200013,2,9/17/2024 0:00
301304,100245,200099,1,3/26/2024 0:00
301305,100146,200077,4,2/22/2025 0:00
301306,100132,200025,1,1/31/2026 0:00
301307,100004,200074,2,6/16/2025 0:00
301308,100004,200049,3,12/5/2025 0:00
301309,100162,200053,2,6/7/2024 0:00
301310,100219,200084,2,9/24/2024 0:00
301311,100275,200055,2,9/18/2025 0:00
301312,100142,200088,2,7/27/2024 0:00
301313,100212,200071,4,5/9/2025 0:00
301314,100092,200048,2,5/10/2025 0:00
301315,100130,200040,2,3/3/2026 0:00
301316,100204,200095,1,11/6/2025 0:00
301317,100061,200096,1,3/12/2026 0:00
301318,100083,200013,1,2/14/2025 0:00
301319,100174,200071,3,12/1/2025 0:00
301320,100027,200021,2,10/13/2025 0:00
301321,100003,200012,4,4/27/2025 0:00
301322,100223,200012,1,8/15/2024 0:00
301323,100190,200011,3,1/11/2026 0:00
301324,100197,200052,3,6/17/2025 0:00
301325,100147,200092,6,2/28/2024 0:00
301326,100090,200082,2,1/11/2024 0:00
301327,100104,200085,5,6/14/2025 0:00
301328,100147,200025,1,9/5/2025 0:00
301329,100262,200067,3,9/21/2025 0:00
301330,100087,200087,1,9/1/2024 0:00
301331,100001,200021,1,10/9/2024 0:00
301332,100205,200046,3,2/19/2025 0:00
301333,100103,200067,1,12/21/2025 0:00
301334,100036,200012,2,1/13/2026 0:00
301335,100287,200075,1,4/15/2026 0:00
301336,100142,200029,3,7/18/2024 0:00
301337,100233,200052,2,9/24/2024 0:00
301338,100090,200053,2,7/26/2025 0:00
301339,100038,200065,1,4/29/2024 0:00
301340,100263,200033,4,4/12/2026 0:00
301341,100295,200033,3,1/21/2025 0:00
301342,100289,200062,3,2/14/2026 0:00
301343,100174,200100,2,4/16/2025 0:00
301344,100015,200062,1,3/10/2024 0:00
301345,100196,200082,4,8/13/2024 0:00
301346,100118,200041,2,12/27/2024 0:00
301347,100265,200069,1,9/26/2024 0:00
301348,100128,200037,1,11/20/2025 0:00
301349,100176,200010,2,7/1/2024 0:00
301350,100244,200041,2,8/10/2025 0:00
301351,100138,200024,6,11/30/2025 0:00
301352,100098,200064,3,8/28/2024 0:00
301353,100124,200034,1,7/26/2024 0:00
301354,100128,200080,2,3/8/2026 0:00
301355,100055,200016,5,11/23/2025 0:00
301356,100253,200079,1,7/8/2025 0:00
301357,100022,200062,2,11/18/2024 0:00
301358,100253,200074,4,5/17/2025 0:00
301359,100094,200098,5,10/13/2024 0:00
301360,100204,200029,3,5/11/2024 0:00
301361,100028,200068,4,5/4/2025 0:00
301362,100277,200005,2,2/7/2025 0:00
301363,100090,200059,7,12/16/2025 0:00
301364,100266,200059,1,1/9/2024 0:00
301365,100007,200087,1,8/17/2025 0:00
301366,100052,200042,2,9/22/2024 0:00
301367,100096,200071,1,10/2/2024 0:00
301368,100242,200079,1,7/7/2024 0:00
301369,100256,200055,1,12/18/2025 0:00
301370,100191,200047,4,10/13/2024 0:00
301371,100231,200024,2,8/12/2025 0:00
301372,100118,200013,3,4/3/2026 0:00
301373,100121,200072,2,1/25/2025 0:00
301374,100101,200019,4,1/26/2026 0:00
301375,100077,200061,4,6/29/2024 0:00
301376,100216,200064,1,10/7/2025 0:00
301377,100265,200069,3,3/15/2026 0:00
301378,100250,200039,1,8/4/2025 0:00
301379,100025,200051,1,6/16/2024 0:00
301380,100031,200028,4,5/2/2025 0:00
301381,100050,200058,3,9/23/2024 0:00
301382,100185,200047,2,4/9/2026 0:00
301383,100132,200045,1,5/4/2024 0:00
301384,100180,200087,6,7/22/2024 0:00
301385,100296,200074,3,7/5/2025 0:00
301386,100090,200100,1,11/28/2024 0:00
301387,100262,200063,3,4/2/2025 0:00
301388,100041,200049,3,4/19/2025 0:00
301389,100075,200022,3,12/11/2024 0:00
301390,100216,200081,3,2/18/2025 0:00
301391,100037,200011,1,8/21/2024 0:00
301392,100161,200041,3,12/28/2025 0:00
301393,100137,200078,3,10/4/2024 0:00
301394,100228,200100,4,1/6/2025 0:00
301395,100267,200058,2,7/7/2024 0:00
301396,100012,200017,3,11/8/2025 0:00
301397,100129,200096,3,3/22/2024 0:00
301398,100108,200022,2,4/7/2024 0:00
301399,100033,200061,2,1/27/2024 0:00
301400,100204,200068,3,3/26/2024 0:00
301401,100054,200034,3,3/27/2024 0:00
301402,100200,200040,1,1/25/2026 0:00
301403,100146,200057,3,5/14/2024 0:00
301404,100270,200022,1,11/10/2025 0:00
301405,100183,200042,4,4/23/2025 0:00
301406,100277,200035,2,5/18/2024 0:00
301407,100277,200023,2,4/12/2025 0:00
301408,100289,200056,2,10/16/2025 0:00
301409,100274,200040,5,5/8/2025 0:00
301410,100277,200030,4,3/28/2025 0:00
301411,100158,200047,2,6/8/2024 0:00
301412,100156,200002,1,4/14/2026 0:00
301413,100070,200045,1,7/1/2025 0:00
301414,100005,200089,5,2/12/2026 0:00
301415,100245,200039,1,3/16/2025 0:00
301416,100150,200077,1,1/8/2024 0:00
301417,100281,200048,1,7/28/2025 0:00
301418,100224,200051,1,1/2/2026 0:00
301419,100200,200049,1,3/22/2024 0:00
301420,100217,200081,1,2/21/2026 0:00
301421,100140,200037,3,6/28/2025 0:00
301422,100138,200053,1,3/11/2024 0:00
301423,100094,200018,1,10/14/2025 0:00
301424,100234,200080,2,12/18/2025 0:00
301425,100252,200025,1,6/4/2024 0:00
301426,100026,200069,1,4/14/2024 0:00
301427,100145,200035,1,3/24/2025 0:00
301428,100005,200030,1,1/16/2024 0:00
301429,100253,200028,1,11/15/2024 0:00
301430,100256,200048,2,3/21/2026 0:00
301431,100017,200043,1,2/7/2026 0:00
301432,100075,200008,1,2/5/2025 0:00
301433,100037,200070,2,7/15/2024 0:00
301434,100129,200049,4,5/4/2024 0:00
301435,100128,200050,3,3/29/2025 0:00
301436,100127,200095,8,7/22/2024 0:00
301437,100236,200095,3,6/17/2025 0:00
301438,100107,200061,2,11/15/2024 0:00
301439,100166,200021,3,2/13/2024 0:00
301440,100282,200067,1,5/7/2025 0:00
301441,100153,200026,2,2/23/2024 0:00
301442,100112,200015,1,3/20/2025 0:00
301443,100167,200002,1,10/9/2024 0:00
301444,100300,200016,2,9/5/2024 0:00
301445,100005,200006,2,12/8/2025 0:00
301446,100244,200089,2,1/15/2025 0:00
301447,100046,200032,1,4/3/2024 0:00
301448,100174,200098,3,3/2/2024 0:00
301449,100183,200083,1,7/3/2025 0:00
301450,100055,200017,2,11/20/2024 0:00
301451,100286,200083,3,4/4/2026 0:00
301452,100225,200094,1,12/6/2025 0:00
301453,100194,200046,3,9/13/2024 0:00
301454,100021,200063,3,7/26/2025 0:00
301455,100151,200070,3,7/13/2024 0:00
301456,100291,200024,2,11/27/2024 0:00
301457,100240,200036,4,9/5/2025 0:00
301458,100284,200021,1,6/7/2024 0:00
301459,100231,200038,4,7/8/2025 0:00
301460,100188,200059,1,10/15/2025 0:00
301461,100260,200049,3,1/20/2024 0:00
301462,100187,200100,3,11/24/2024 0:00
301463,100033,200085,6,4/18/2026 0:00
301464,100199,200025,2,5/24/2025 0:00
301465,100283,200020,3,11/26/2024 0:00
301466,100210,200083,1,4/8/2024 0:00
301467,100268,200085,1,5/12/2024 0:00
301468,100092,200005,1,5/12/2025 0:00
301469,100099,200013,1,10/19/2025 0:00
301470,100199,200085,2,9/30/2025 0:00
301471,100132,200007,2,9/12/2025 0:00
301472,100037,200002,5,8/1/2024 0:00
301473,100252,200011,2,10/16/2025 0:00
301474,100032,200047,2,3/1/2025 0:00
301475,100189,200091,1,9/23/2025 0:00
301476,100137,200068,1,3/13/2024 0:00
301477,100156,200010,6,6/15/2025 0:00
301478,100050,200013,3,6/28/2025 0:00
301479,100198,200025,1,11/3/2025 0:00
301480,100128,200073,3,7/2/2024 0:00
301481,100286,200096,2,2/3/2026 0:00
301482,100055,200099,3,1/1/2025 0:00
301483,100235,200090,3,4/16/2024 0:00
301484,100086,200024,2,5/31/2025 0:00
301485,100173,200085,1,9/6/2025 0:00
301486,100227,200046,5,7/17/2025 0:00
301487,100167,200048,2,10/10/2025 0:00
301488,100221,200093,1,9/3/2024 0:00
301489,100289,200070,1,2/23/2026 0:00
301490,100282,200096,1,4/8/2025 0:00
301491,100230,200051,1,2/5/2024 0:00
301492,100146,200077,1,5/18/2024 0:00
301493,100155,200001,1,8/15/2024 0:00
301494,100110,200041,1,4/21/2026 0:00
301495,100142,200071,2,8/7/2025 0:00
301496,100293,200020,1,4/16/2025 0:00
301497,100183,200020,1,1/10/2025 0:00
301498,100299,200032,1,4/10/2026 0:00
301499,100154,200012,2,8/5/2025 0:00
301500,100112,200094,1,11/28/2024 0:00
301501,100248,200023,2,12/7/2025 0:00
301502,100296,200013,2,11/3/2024 0:00
301503,100020,200094,4,1/25/2025 0:00
301504,100041,200100,1,2/28/2026 0:00
301505,100172,200045,4,3/20/2025 0:00
301506,100214,200016,4,8/20/2024 0:00
301507,100006,200082,3,1/26/2025 0:00
301508,100028,200040,2,11/22/2024 0:00
301509,100277,200073,1,5/29/2025 0:00
301510,100114,200020,1,1/19/2026 0:00
301511,100202,200058,3,8/12/2025 0:00
301512,100259,200012,1,10/23/2024 0:00
301513,100202,200019,1,3/25/2024 0:00
301514,100244,200074,3,7/15/2025 0:00
301515,100205,200034,1,5/28/2025 0:00
301516,100223,200100,3,2/19/2026 0:00
301517,100070,200062,2,5/14/2025 0:00
301518,100203,200084,2,7/28/2025 0:00
301519,100269,200032,1,9/29/2024 0:00
301520,100221,200042,3,8/12/2025 0:00
301521,100046,200015,3,3/9/2025 0:00
301522,100188,200045,1,12/18/2024 0:00
301523,100013,200099,1,12/24/2024 0:00
301524,100227,200080,1,2/15/2024 0:00
301525,100120,200026,3,6/8/2024 0:00
301526,100044,200015,3,9/5/2024 0:00
301527,100076,200037,1,12/11/2025 0:00
301528,100057,200040,2,1/24/2024 0:00
301529,100170,200027,3,8/4/2024 0:00
301530,100105,200070,2,9/21/2024 0:00
301531,100281,200062,3,5/24/2024 0:00
301532,100010,200049,2,11/10/2025 0:00
301533,100270,200006,1,3/2/2024 0:00
301534,100146,200026,4,9/24/2025 0:00
301535,100139,200007,2,1/9/2024 0:00
301536,100035,200050,3,11/9/2025 0:00
301537,100185,200014,1,10/26/2025 0:00
301538,100198,200030,7,6/4/2025 0:00
301539,100051,200041,2,9/3/2025 0:00
301540,100273,200012,1,5/27/2025 0:00
301541,100235,200072,5,1/23/2024 0:00
301542,100021,200032,5,11/8/2024 0:00
301543,100171,200063,2,6/9/2024 0:00
301544,100010,200045,3,12/29/2024 0:00
301545,100155,200031,8,5/28/2025 0:00
301546,100142,200008,3,1/31/2025 0:00
301547,100016,200072,6,8/18/2024 0:00
301548,100078,200044,5,11/3/2025 0:00
301549,100071,200012,3,6/17/2025 0:00
301550,100117,200054,1,6/5/2024 0:00
301551,100219,200040,5,12/3/2024 0:00
301552,100230,200070,1,10/30/2025 0:00
301553,100071,200075,2,3/30/2026 0:00
301554,100104,200018,1,12/23/2025 0:00
301555,100269,200018,2,2/27/2026 0:00
301556,100075,200084,5,6/10/2024 0:00
301557,100163,200009,2,1/6/2026 0:00
301558,100061,200024,1,5/29/2024 0:00
301559,100016,200098,1,2/27/2025 0:00
301560,100211,200039,2,4/21/2026 0:00
301561,100141,200020,3,4/19/2024 0:00
301562,100068,200024,1,9/18/2025 0:00
301563,100137,200078,2,8/24/2024 0:00
301564,100119,200030,3,1/2/2025 0:00
301565,100041,200089,3,5/17/2024 0:00
301566,100258,200078,2,10/27/2025 0:00
301567,100192,200024,4,5/18/2025 0:00
301568,100243,200018,1,8/19/2024 0:00
301569,100017,200053,3,1/16/2024 0:00
301570,100139,200053,1,11/18/2025 0:00
301571,100104,200097,1,6/30/2024 0:00
301572,100225,200079,2,11/28/2024 0:00
301573,100235,200032,2,3/5/2026 0:00
301574,100022,200078,3,1/24/2025 0:00
301575,100161,200051,3,1/30/2026 0:00
301576,100293,200077,2,10/18/2025 0:00
301577,100020,200067,1,4/12/2025 0:00
301578,100022,200032,2,2/9/2025 0:00
301579,100021,200072,2,2/22/2026 0:00
301580,100026,200025,1,2/11/2025 0:00
301581,100156,200100,4,4/17/2025 0:00
301582,100086,200055,1,2/25/2024 0:00
301583,100265,200019,2,10/23/2025 0:00
301584,100232,200012,3,4/25/2024 0:00
301585,100093,200100,2,12/13/2025 0:00
301586,100280,200018,2,11/27/2024 0:00
301587,100231,200004,1,8/27/2025 0:00
301588,100104,200059,1,11/27/2024 0:00
301589,100084,200092,3,4/3/2024 0:00
301590,100059,200091,2,1/6/2025 0:00
301591,100044,200068,3,1/14/2026 0:00
301592,100262,200079,6,1/22/2025 0:00
301593,100282,200049,1,6/23/2024 0:00
301594,100172,200073,4,6/2/2024 0:00
301595,100084,200019,1,12/30/2025 0:00
301596,100027,200054,1,1/17/2026 0:00
301597,100229,200037,3,4/30/2024 0:00
301598,100068,200026,1,2/22/2026 0:00
301599,100130,200002,2,5/25/2025 0:00
301600,100279,200001,3,5/20/2025 0:00
301601,100122,200028,2,5/2/2025 0:00
301602,100233,200053,2,9/7/2025 0:00
301603,100004,200032,5,10/11/2024 0:00
301604,100286,200027,1,5/31/2024 0:00
301605,100029,200084,1,5/28/2024 0:00
301606,100017,200086,2,9/9/2025 0:00
301607,100153,200043,5,2/20/2024 0:00
301608,100056,200054,8,6/14/2024 0:00
301609,100146,200079,3,12/17/2025 0:00
301610,100294,200072,1,4/11/2025 0:00
301611,100297,200047,5,4/5/2024 0:00
301612,100154,200042,2,1/23/2025 0:00
301613,100035,200098,2,7/17/2025 0:00
301614,100034,200038,2,5/4/2024 0:00
301615,100141,200043,2,6/21/2025 0:00
301616,100108,200090,1,2/29/2024 0:00
301617,100056,200074,3,10/6/2025 0:00
301618,100271,200012,2,12/6/2025 0:00
301619,100148,200055,3,11/20/2024 0:00
301620,100133,200068,2,9/30/2025 0:00
301621,100182,200017,3,5/23/2025 0:00
301622,100267,200094,3,5/19/2025 0:00
301623,100093,200079,1,10/24/2024 0:00
301624,100100,200001,1,4/21/2025 0:00
301625,100061,200095,4,3/29/2026 0:00
301626,100213,200053,1,12/24/2024 0:00
301627,100287,200082,1,10/17/2025 0:00
301628,100104,200089,1,3/20/2026 0:00
301629,100035,200040,1,7/17/2025 0:00
301630,100166,200099,1,12/3/2025 0:00
301631,100171,200044,2,8/5/2025 0:00
301632,100015,200023,1,12/12/2024 0:00
301633,100246,200061,4,10/23/2025 0:00
301634,100070,200062,1,4/16/2025 0:00
301635,100275,200043,2,4/13/2026 0:00
301636,100212,200096,1,6/17/2025 0:00
301637,100154,200073,3,11/19/2024 0:00
301638,100285,200069,1,8/14/2025 0:00
301639,100170,200046,1,6/1/2024 0:00
301640,100144,200004,1,1/19/2025 0:00
301641,100274,200022,2,2/2/2025 0:00
301642,100096,200077,1,3/12/2026 0:00
301643,100158,200091,4,12/27/2025 0:00
301644,100017,200035,2,5/23/2025 0:00
301645,100122,200048,2,11/5/2024 0:00
301646,100111,200068,1,4/24/2024 0:00
301647,100192,200005,3,4/4/2024 0:00
301648,100228,200065,1,5/9/2025 0:00
301649,100257,200020,1,5/10/2025 0:00
301650,100269,200040,3,5/26/2024 0:00
301651,100051,200067,3,5/15/2024 0:00
301652,100106,200093,1,1/31/2025 0:00
301653,100268,200015,1,2/15/2024 0:00
301654,100045,200043,2,2/17/2024 0:00
301655,100053,200067,3,2/2/2026 0:00
301656,100160,200003,2,11/15/2024 0:00
301657,100108,200042,1,10/20/2024 0:00
301658,100142,200069,1,3/27/2025 0:00
301659,100061,200035,1,10/7/2024 0:00
301660,100059,200002,6,7/27/2025 0:00
301661,100264,200014,1,12/24/2024 0:00
301662,100282,200041,1,12/22/2025 0:00
301663,100146,200074,1,3/13/2024 0:00
301664,100160,200079,5,7/7/2025 0:00
301665,100228,200007,1,4/27/2025 0:00
301666,100026,200014,2,3/29/2024 0:00
301667,100219,200051,1,9/2/2025 0:00
301668,100229,200079,2,12/6/2024 0:00
301669,100102,200092,3,4/8/2026 0:00
301670,100274,200011,7,2/12/2026 0:00
301671,100239,200073,1,4/12/2026 0:00
301672,100240,200013,2,12/1/2025 0:00
301673,100239,200061,1,8/17/2024 0:00
301674,100074,200079,1,1/7/2025 0:00
301675,100201,200024,3,11/12/2025 0:00
301676,100170,200042,2,1/31/2024 0:00
301677,100034,200061,1,5/5/2025 0:00
301678,100237,200022,1,12/22/2024 0:00
301679,100295,200017,2,2/19/2025 0:00
301680,100055,200042,2,3/13/2024 0:00
301681,100155,200069,2,8/27/2025 0:00
301682,100212,200031,3,7/15/2025 0:00
301683,100082,200062,2,12/14/2024 0:00
301684,100107,200089,2,3/14/2026 0:00
301685,100223,200073,4,7/11/2025 0:00
301686,100121,200023,3,3/20/2024 0:00
301687,100294,200063,1,9/2/2025 0:00
301688,100238,200042,2,4/21/2026 0:00
301689,100228,200023,1,2/19/2025 0:00
301690,100036,200077,1,4/13/2026 0:00
301691,100195,200042,2,11/7/2025 0:00
301692,100032,200012,1,5/22/2024 0:00
301693,100298,200097,3,1/1/2024 0:00
301694,100076,200085,1,6/28/2025 0:00
301695,100150,200050,3,4/2/2025 0:00
301696,100101,200027,3,11/20/2024 0:00
301697,100154,200073,4,11/26/2025 0:00
301698,100156,200056,3,12/18/2024 0:00
301699,100046,200075,1,6/6/2025 0:00
301700,100207,200017,4,3/4/2024 0:00
301701,100190,200071,6,1/1/2024 0:00
301702,100287,200046,1,10/15/2024 0:00
301703,100016,200031,2,8/27/2025 0:00
301704,100202,200081,1,1/26/2025 0:00
301705,100208,200049,2,8/4/2024 0:00
301706,100089,200061,1,7/22/2025 0:00
301707,100197,200047,4,6/6/2024 0:00
301708,100148,200086,1,1/12/2024 0:00
301709,100037,200083,1,1/8/2026 0:00
301710,100250,200085,2,5/19/2024 0:00
301711,100044,200018,3,3/1/2025 0:00
301712,100234,200090,3,3/11/2025 0:00
301713,100093,200059,2,7/19/2025 0:00
301714,100231,200050,2,7/9/2024 0:00
301715,100218,200078,1,5/25/2025 0:00
301716,100122,200092,2,2/24/2025 0:00
301717,100280,200074,2,2/8/2024 0:00
301718,100291,200062,3,4/25/2024 0:00
301719,100298,200062,6,3/22/2024 0:00
301720,100073,200094,3,2/7/2026 0:00
301721,100144,200060,2,6/19/2025 0:00
301722,100046,200032,2,1/29/2026 0:00
301723,100040,200088,3,3/28/2026 0:00
301724,100297,200040,3,12/17/2024 0:00
301725,100274,200100,1,4/9/2025 0:00
301726,100263,200061,2,12/5/2024 0:00
301727,100216,200046,6,3/28/2026 0:00
301728,100151,200038,1,12/12/2025 0:00
301729,100156,200094,4,9/23/2024 0:00
301730,100032,200081,2,6/22/2024 0:00
301731,100294,200007,3,10/25/2024 0:00
301732,100014,200037,2,5/9/2024 0:00
301733,100259,200010,4,10/11/2024 0:00
301734,100130,200017,3,10/8/2024 0:00
301735,100132,200002,3,9/10/2025 0:00
301736,100090,200076,3,11/5/2025 0:00
301737,100229,200048,4,9/24/2024 0:00
301738,100121,200063,1,6/24/2025 0:00
301739,100017,200044,7,5/28/2024 0:00
301740,100079,200064,3,2/26/2025 0:00
301741,100197,200031,3,1/13/2026 0:00
301742,100086,200027,2,12/19/2024 0:00
301743,100028,200083,1,4/19/2026 0:00
301744,100060,200007,1,2/12/2025 0:00
301745,100244,200039,2,2/9/2026 0:00
301746,100273,200030,2,12/23/2025 0:00
301747,100200,200061,1,6/27/2025 0:00
301748,100223,200002,1,3/27/2026 0:00
301749,100230,200049,3,6/26/2025 0:00
301750,100022,200013,5,10/14/2025 0:00
301751,100182,200056,3,10/29/2025 0:00
301752,100140,200043,1,4/1/2026 0:00
301753,100051,200033,3,2/4/2025 0:00
301754,100237,200099,3,9/4/2024 0:00
301755,100100,200067,1,12/7/2025 0:00
301756,100093,200041,2,11/19/2025 0:00
301757,100005,200009,1,4/10/2024 0:00
301758,100269,200014,3,12/25/2024 0:00
301759,100113,200093,1,7/16/2024 0:00
301760,100018,200004,3,2/28/2024 0:00
301761,100112,200077,3,12/26/2025 0:00
301762,100062,200012,4,5/13/2024 0:00
301763,100193,200085,3,10/25/2025 0:00
301764,100290,200024,5,12/13/2025 0:00
301765,100095,200033,1,11/7/2025 0:00
301766,100039,200082,2,10/10/2024 0:00
301767,100219,200089,5,2/27/2026 0:00
301768,100166,200033,1,3/16/2024 0:00
301769,100142,200100,1,2/1/2025 0:00
301770,100171,200008,1,4/12/2026 0:00
301771,100136,200023,2,5/18/2025 0:00
301772,100103,200079,2,10/22/2025 0:00
301773,100252,200014,1,2/26/2026 0:00
301774,100221,200028,3,4/18/2024 0:00
301775,100227,200092,1,2/5/2024 0:00
301776,100038,200010,2,9/13/2024 0:00
301777,100229,200003,5,6/1/2024 0:00
301778,100001,200005,3,9/29/2024 0:00
301779,100078,200090,1,2/4/2025 0:00
301780,100295,200001,2,2/28/2026 0:00
301781,100252,200062,2,1/15/2026 0:00
301782,100036,200070,1,1/28/2025 0:00
301783,100247,200016,2,1/2/2025 0:00
301784,100171,200088,1,2/26/2024 0:00
301785,100047,200047,2,12/14/2024 0:00
301786,100042,200059,3,10/23/2024 0:00
301787,100104,200023,2,1/28/2025 0:00
301788,100098,200039,3,4/19/2024 0:00
301789,100184,200063,1,10/9/2025 0:00
301790,100225,200095,1,2/6/2024 0:00
301791,100099,200004,3,8/30/2025 0:00
301792,100123,200063,2,3/22/2026 0:00
301793,100277,200083,1,6/30/2025 0:00
301794,100231,200003,1,2/27/2024 0:00
301795,100173,200093,1,5/1/2024 0:00
301796,100109,200084,3,4/14/2025 0:00
301797,100275,200020,3,8/26/2024 0:00
301798,100037,200005,3,5/15/2025 0:00
301799,100010,200061,5,9/25/2025 0:00
301800,100024,200032,3,5/13/2024 0:00
301801,100008,200023,3,11/10/2024 0:00
301802,100050,200059,3,8/28/2025 0:00
301803,100033,200014,1,9/1/2025 0:00
301804,100113,200009,4,3/12/2025 0:00
301805,100173,200095,3,11/28/2024 0:00
301806,100062,200088,2,5/20/2024 0:00
301807,100165,200028,3,8/30/2025 0:00
301808,100089,200043,1,10/7/2024 0:00
301809,100073,200097,2,12/14/2025 0:00
301810,100190,200071,1,9/6/2024 0:00
301811,100298,200006,1,3/21/2026 0:00
301812,100193,200100,1,5/13/2025 0:00
301813,100042,200001,1,4/1/2024 0:00
301814,100146,200054,3,3/22/2026 0:00
301815,100244,200089,1,5/26/2024 0:00
301816,100139,200067,2,9/1/2024 0:00
301817,100090,200079,3,9/2/2025 0:00
301818,100093,200092,2,3/31/2024 0:00
301819,100155,200045,2,7/25/2025 0:00
301820,100121,200025,1,6/26/2025 0:00
301821,100049,200080,2,2/18/2026 0:00
301822,100277,200065,1,2/27/2026 0:00
301823,100107,200036,1,4/25/2024 0:00
